food_item,category,calories_kcal,protein_,carbohydrates_,fat_,fiber_,sugars_,sodium_(mg),cholesterol_(mg),meal_type,water_intake_(ml),impact_tags,image,timestamp,quantity,enhanced_tags
Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']"
Rosemary (garnish),Condiment,1.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
White Beans (Tuscan style 1/2 cup),Legume,150.0,8.0,20.0,4.0,7.0,2.0,350.0,0.0,Dinner,0.0,"['gasForming', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['gasForming', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Garlic (1 clove in beans),Vegetable,4.0,0.2,0.9,0.0,0.1,0.0,1.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Sage (in beans),Condiment,1.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Arancini (1 large ball),Snack/Processed,250.0,9.0,30.0,10.0,3.0,3.0,500.0,30.0,Snack,0.0,"['wholeFood', 'highCarb', 'pcosFriendly']",,,,"['wholeFood', 'highCarb', 'pcosFriendly']"
Ragù (filling 1 tbsp),Condiment,25.0,1.5,1.0,1.5,0.5,0.5,60.0,5.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mozzarella (filling 0.5 oz),Dairy,40.0,3.0,0.5,3.0,0.0,0.2,75.0,10.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Breadcrumbs (coating),Grain,25.0,0.5,4.0,0.5,0.5,0.5,50.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'glutenSensitive', 'lowCarb', 'processed', 'pcosFriendly']"
Campari & Soda (1 drink),Beverage,85.0,0.0,10.0,0.0,0.0,10.0,25.0,0.0,Snack,150.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Olive (garnish),Fruit,5.0,0.0,0.1,0.5,0.1,0.0,30.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Vitello Tonnato (1 serving),Meal/Meat,380.0,35.0,3.0,25.0,0.5,1.0,600.0,110.0,Lunch,0.0,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Tuna Sauce (2 tbsp),Condiment,100.0,4.0,1.0,9.0,0.0,0.5,200.0,15.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Capers (garnish),Condiment,2.0,0.2,0.4,0.1,0.3,0.1,200.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Lemon Slice (garnish),Condiment,1.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Gnocchi alla Sorrentina (1.5 cups),Meal/Pasta,450.0,15.0,60.0,18.0,6.0,9.0,800.0,40.0,Dinner,0.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Tomato Sauce (1/2 cup),Condiment,40.0,1.5,7.0,1.0,2.0,4.0,350.0,0.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mozzarella (1 oz melted),Dairy,80.0,6.0,1.0,6.0,0.0,0.5,150.0,20.0,Dinner,0.0,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Basil (fresh garnish),Condiment,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Parmigiano-Reggiano (1 tbsp),Dairy,22.0,2.0,0.2,1.5,0.0,0.0,95.0,4.0,Dinner,0.0,"['highProtein', 'noAddedSugar', 'lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pesto (1/4 cup),Condiment,290.0,5.0,4.0,29.0,2.0,1.0,600.0,5.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pine Nuts (1 tbsp in pesto),Nut,95.0,2.0,2.0,10.0,0.5,0.5,0.0,0.0,Dinner,0.0,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Garlic (1/2 clove in pesto),Vegetable,2.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Trofie Pasta (1 cup cooked),Grain,210.0,7.0,43.0,1.0,2.0,1.0,5.0,0.0,Dinner,0.0,"['noAddedSugar', 'highCarb', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'highCarb', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Green Beans (1/2 cup w/ pasta),Vegetable,15.0,0.9,3.5,0.1,1.3,1.6,3.0,0.0,Dinner,0.0,"['lowProtein', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'gasForming', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Potato (1/2 w/ pasta),Vegetable,65.0,1.0,15.0,0.1,1.0,0.5,3.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Espresso Martini (1 drink),Beverage,280.0,0.5,25.0,0.0,0.0,25.0,5.0,0.0,Snack,120.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Vodka (1.5 oz),Beverage,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Coffee Liqueur (1 oz),Beverage,100.0,0.0,15.0,0.0,0.0,15.0,2.0,0.0,Snack,0.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'caffeine', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'caffeine', 'wholeFood']"
Espresso (1 oz in drink),Beverage,3.0,0.3,0.0,0.1,0.0,0.0,1.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Simple Syrup (1/2 oz),Condiment,30.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,Snack,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Coffee Beans (3 garnish),Snack,2.0,0.1,0.3,0.0,0.1,0.0,0.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'gasForming', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
Baba Ganoush (1/4 cup),Meal/Vegetable,100.0,2.0,8.0,7.0,4.0,2.0,300.0,0.0,Snack,0.0,"['lowProtein', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Pita Bread (1 white),Grain,165.0,5.5,33.0,1.2,1.5,1.5,310.0,0.0,Snack,0.0,"['highCarb', 'lowFibre', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['highCarb', 'lowFibre', 'processed', 'glutenSensitive', 'pcosFriendly']"
Falafel (3 pieces),Meal/Vegetarian,180.0,6.0,18.0,9.0,4.0,1.0,320.0,0.0,Lunch,0.0,"['noAddedSugar', 'wholeFood', 'gutFriendly', 'pcosFriendly']",,,,"['noAddedSugar', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Tahini Sauce (1 tbsp),Condiment,30.0,1.0,1.5,2.5,0.5,0.0,45.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pickled Turnips (2 tbsp),Vegetable,10.0,0.2,2.0,0.0,0.5,1.0,200.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Shawarma (Chicken 1 wrap),Meal/Processed,550.0,30.0,50.0,25.0,6.0,5.0,1100.0,80.0,Lunch,250.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Garlic Sauce (1 tbsp),Condiment,90.0,0.1,1.0,10.0,0.0,0.5,80.0,5.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Hummus (1/4 cup),Legume,130.0,5.0,10.0,8.0,4.0,1.0,250.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Tabouli (1/2 cup),Meal/Vegetarian,120.0,3.0,15.0,6.0,4.0,2.0,300.0,0.0,Lunch,0.0,"['lowProtein', 'wholeFood', 'gutFriendly', 'pcosFriendly']",,,,"['lowProtein', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Bulgur (1/4 cup in tabouli),Grain,76.0,2.7,16.8,0.2,4.1,0.1,4.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Parsley (1/4 cup in tabouli),Vegetable,5.0,0.3,1.0,0.1,0.5,0.1,5.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mint (1 tbsp in tabouli),Condiment,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Lemon Juice (1 tbsp dressing),Condiment,4.0,0.1,1.3,0.0,0.1,0.2,0.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Olive Oil (1 tbsp dressing),Condiment,120.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']"
Kibbeh (1 piece fried),Meal/Meat,230.0,9.0,20.0,13.0,3.0,1.0,450.0,30.0,Snack,0.0,"['noAddedSugar', 'proInflammatory', 'wholeFood', 'pcosFriendly', 'ultraProcessed']",,,,"['noAddedSugar', 'ultraProcessed', 'pcosFriendly', 'proInflammatory']"
Pine Nuts (1/2 tbsp filling),Nut,48.0,1.0,1.0,5.0,0.2,0.2,0.0,0.0,Snack,0.0,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Ground Lamb (1 oz filling),Protein/Meat,80.0,5.5,0.0,6.0,0.0,0.0,20.0,20.0,Snack,0.0,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Bulgur (1 tbsp shell),Grain,15.0,0.5,3.4,0.0,0.8,0.0,1.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Lentil Soup (1 cup Middle Eastern),Meal/Legume,200.0,10.0,30.0,5.0,10.0,4.0,700.0,0.0,Lunch,250.0,"['highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Cumin (1 tsp),Condiment,8.0,0.3,1.5,0.5,0.4,0.1,3.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Coriander (1 tsp),Condiment,5.0,0.1,1.0,0.2,0.5,0.0,1.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Lemon Juice (1 tsp in soup),Condiment,1.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pita Crisps (1 oz),Snack/Processed,130.0,3.0,18.0,5.0,2.0,1.0,240.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Manakeesh (Za'atar 1 small),Meal/Vegetarian,300.0,7.0,45.0,10.0,4.0,2.0,500.0,0.0,Breakfast,0.0,"['gutFriendly', 'wholeFood', 'highCarb', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highCarb', 'pcosFriendly']"
Za'atar (1 tbsp),Condiment,40.0,1.0,3.0,3.0,1.5,0.0,150.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Olive Oil (1 tbsp on bread),Condiment,120.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'glutenSensitive', 'lowCarb', 'antiInflammatory', 'processed', 'pcosFriendly']"
Labneh (2 tbsp),Dairy,60.0,4.0,2.0,4.0,0.0,2.0,80.0,15.0,Breakfast,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Cucumber (1/4 cup side),Vegetable,8.0,0.3,1.8,0.0,0.2,0.8,1.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Tomato (1/4 cup side),Vegetable,8.0,0.3,1.8,0.1,0.5,1.2,2.0,0.0,Breakfast,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Olives (5 side),Fruit,35.0,0.2,1.0,3.5,0.5,0.0,210.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mint Tea (1 cup),Beverage,2.0,0.1,0.5,0.0,0.0,0.0,5.0,0.0,Breakfast,240.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
Stuffed Grape Leaves (3 pcs),Meal/Vegetarian,150.0,3.0,20.0,7.0,3.0,3.0,400.0,0.0,Snack,0.0,"['lowProtein', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'pcosFriendly']"
Rice (1/4 cup filling),Grain,51.0,1.1,11.1,0.1,0.1,0.0,0.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Turkish Coffee (1 small cup),Beverage,5.0,0.2,0.5,0.0,0.0,0.0,1.0,0.0,Snack,60.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
Cardamom (in coffee),Condiment,1.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
Shish Tawook (2 skewers),Meal/Meat,300.0,35.0,5.0,16.0,1.0,2.0,600.0,100.0,Dinner,0.0,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Garlic Sauce (Toum 1 tbsp),Condiment,90.0,0.1,1.0,10.0,0.0,0.5,80.0,5.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
French Fries (side),Vegetable/Processed,340.0,4.0,44.0,17.0,4.0,0.3,230.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Pickled Cucumber (1/4 cup),Vegetable,10.0,0.5,2.0,0.0,1.0,1.0,300.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Fattoush Salad (1.5 cups),Meal/Vegetarian,250.0,5.0,25.0,15.0,6.0,5.0,500.0,0.0,Lunch,0.0,"['lowGlycemic', 'lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowGlycemic', 'lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Fried Pita (1/2 pita in salad),Grain,80.0,2.0,12.0,3.0,1.0,0.5,150.0,0.0,Lunch,0.0,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'proInflammatory', 'lowFibre', 'wholeFood', 'pcosFriendly', 'ultraProcessed']",,,,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'proInflammatory', 'lowFibre', 'pcosFriendly', 'ultraProcessed']"
Sumac (1/2 tsp dressing),Condiment,5.0,0.1,1.0,0.2,0.5,0.0,1.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pomegranate Molasses (1 tsp),Condiment,15.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,Lunch,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Idli,,60.0,2.0,12.0,0.4,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,2025-11-24,1 piece,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Dosa,,168.0,3.0,25.0,5.0,1.0,1.0,,,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,2025-11-24,1 piece,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Chapati,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood', 'glutenSensitive']",,2025-11-24,1 piece,"['lowProtein', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood', 'glutenSensitive']"
Poha,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'high_glycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Upma,,180.0,4.0,25.0,7.0,3.0,2.0,,,,,"['lowProtein', 'wholeFood', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'pcosFriendly']"
Moong Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,2025-11-24,100g,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Masoor Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,2025-11-24,100g,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Toor Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,2025-11-24,100g,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
White Rice,,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,2025-11-24,100g,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
